year,regime,facility,parent,sector,covered_t,baseline_t,headroom_t,accus_surrendered,smcs_surrendered,smcs_issued,above_baseline
2023,reformed,ARC01 Mining Area C - MNG Facility,BHP,Metal ore mining,512387.0,694935.0,182548.0,,,,False
2023,reformed,Beharra Springs,Other,LNG / oil and gas,145438.0,100000.0,-45438.0,45438.0,,,True
2023,reformed,Brockman 2 / Nammuldi Mines,Rio Tinto,Metal ore mining,312410.0,185088.0,-127322.0,127322.0,,,True
2023,reformed,Brockman 4 Mine,Rio Tinto,Metal ore mining,236261.0,142158.0,-94103.0,94103.0,,,True
2023,reformed,Carosue Dam Operations,Other,Metal ore mining,102722.0,103274.0,552.0,5273.0,,,False
2023,reformed,Chandala Processing Plant,Other,Other manufacturing,227722.0,204507.0,-23215.0,,23215.0,,True
2023,reformed,Christmas Creek Mine,Fortescue,Metal ore mining,372251.0,351986.0,-20265.0,,,,True
2023,reformed,Cloudbreak Mine,Fortescue,Metal ore mining,295132.0,267459.0,-27673.0,8411.0,19262.0,,True
2023,reformed,Cockburn Operations,Other,Other manufacturing,657038.0,671653.0,14615.0,,,14615.0,False
2023,reformed,CSBP Kwinana Facility,Other,Other manufacturing,671716.0,734581.0,62865.0,,,62865.0,False
2023,reformed,CTC WA Facility,Other,Transport,112173.0,115700.0,3527.0,,,3527.0,False
2023,reformed,DBNGP,Other,Transport,250024.0,241857.0,-8167.0,,,,True
2023,reformed,Dongara Operations,Other,Other manufacturing,93193.0,100000.0,6807.0,,,2264.0,False
2023,reformed,Duketon South Operations,Other,Metal ore mining,155772.0,175908.0,20136.0,,,20136.0,False
2023,reformed,Eliwana Mine,Fortescue,Metal ore mining,164894.0,135777.0,-29117.0,,,,True
2023,reformed,Fimiston Operations,Other,Metal ore mining,229779.0,136847.0,-92932.0,92932.0,,,True
2023,reformed,FLNG,Shell,LNG / oil and gas,1851848.0,2929109.0,1077261.0,,,1077261.0,False
2023,reformed,Goldfields Gas Transmission Pipeline,Other,Transport,114123.0,107870.0,-6253.0,6253.0,,,True
2023,reformed,Gorgon Operations,Chevron,LNG / oil and gas,8802650.0,9191453.0,388803.0,,,388803.0,False
2023,reformed,Granny Smith Mine Site,Other,Metal ore mining,113783.0,111619.0,-2164.0,8020.0,,,True
2023,reformed,Greenbushes Lithium Operation,Other,Metal ore mining,104303.0,100000.0,-4303.0,4303.0,,,True
2023,reformed,Gruyere Mine Site,Other,Metal ore mining,204627.0,186298.0,-18329.0,18329.0,,,True
2023,reformed,Gudai-Darri Mine,Other,Metal ore mining,129676.0,604067.0,474391.0,,,474391.0,False
2023,reformed,Hope Downs 1 Mine,Rio Tinto,Metal ore mining,166842.0,126313.0,-40529.0,40529.0,,,True
2023,reformed,Hope Downs 4 Mine,Rio Tinto,Metal ore mining,119586.0,100000.0,-19586.0,19586.0,,,True
2023,reformed,Iron Bridge Mine,Other,Metal ore mining,104560.0,100000.0,-4560.0,2414.0,2146.0,,True
2023,reformed,Jimblebar Mine,BHP,Metal ore mining,310615.0,302155.0,-8460.0,8460.0,,,True
2023,reformed,Jundee Gold Mine,Other,Metal ore mining,144622.0,133307.0,-11315.0,11315.0,,,True
2023,reformed,Kemerton Silicon Smelter,Other,Alumina and metals,95384.0,100000.0,4616.0,,,,False
2023,reformed,King of the Hills,Other,Metal ore mining,132475.0,176726.0,44251.0,,,40725.0,False
2023,reformed,Koolyanobbing Iron Ore Operations,Other,Metal ore mining,82036.0,100000.0,17964.0,,,,False
2023,reformed,Kwinana Alumina Refinery,Alcoa,Alumina and metals,915101.0,824523.0,-90578.0,52729.0,37849.0,,True
2023,reformed,Kwinana Pigment Plant,Other,Other manufacturing,285673.0,244804.0,-40869.0,,40869.0,,True
2023,reformed,Leinster Power Station,Other,Electricity,132927.0,128716.0,-4211.0,4211.0,,,True
2023,reformed,Marandoo Mine,Rio Tinto,Metal ore mining,156177.0,109985.0,-46192.0,46192.0,,,True
2023,reformed,Mesa A Mine,Rio Tinto,Metal ore mining,60255.0,100000.0,39745.0,,,,False
2023,reformed,Mesa J / K Mine,Rio Tinto,Metal ore mining,65868.0,104837.0,38969.0,,,,False
2023,reformed,Mt Keith Power Station,Other,Electricity,160073.0,160670.0,597.0,,,,False
2023,reformed,Mt Marion Lithium Project,Other,Metal ore mining,114220.0,100000.0,-14220.0,14220.0,,,True
2023,reformed,Murrin Murrin Operations,Other,Metal ore mining,523774.0,478181.0,-45593.0,,45593.0,,True
2023,reformed,Newman Operations,BHP,Metal ore mining,316238.0,304376.0,-11862.0,11862.0,,,True
2023,reformed,Newman Power Station,Other,Electricity,376230.0,544310.0,168080.0,,,114505.0,False
2023,reformed,Newmont Boddington Gold Operation,Other,Metal ore mining,238348.0,183027.0,-55321.0,55321.0,,,True
2023,reformed,Ningaloo Vision FPSO,Other,LNG / oil and gas,226731.0,277840.0,51109.0,,,51109.0,False
2023,reformed,NKS01 Nickel West Kalgoorlie Facility,BHP,Alumina and metals,105583.0,123249.0,17666.0,,,17666.0,False
2023,reformed,NKW01 Nickel West Kwinana Facility,BHP,Alumina and metals,169074.0,122189.0,-46885.0,62720.0,17666.0,,True
2023,reformed,NMK01 Nickel West Mt Keith Facility,BHP,Metal ore mining,200895.0,100000.0,-100895.0,100895.0,,,True
2023,reformed,North West Shelf Project,Woodside,LNG / oil and gas,6097509.0,5489531.0,-607978.0,607982.0,,,True
2023,reformed,Paraburdoo Mine,Rio Tinto,Metal ore mining,163892.0,100000.0,-63892.0,63892.0,,,True
2023,reformed,Pilbara Rail Operations,Rio Tinto,Transport,656025.0,611803.0,-44222.0,44222.0,,,True
2023,reformed,Pilgangoora Operations,Other,Metal ore mining,180291.0,168656.0,-11635.0,11635.0,,,True
2023,reformed,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1347202.0,1417325.0,70123.0,,,70123.0,False
2023,reformed,Pluto LNG,Woodside,LNG / oil and gas,1845003.0,1918373.0,73370.0,,,73370.0,False
2023,reformed,Premier Coal Mine (Open Cut),Other,Coal mining,110312.0,100000.0,-10312.0,10312.0,,,True
2023,reformed,PRL03 Rail - IOR Facility,BHP,Transport,559502.0,526254.0,-33248.0,33248.0,,,True
2023,reformed,Rail,Other,Transport,254871.0,241706.0,-13165.0,4002.0,9163.0,,True
2023,reformed,Ravensthorpe Nickel Operation,Other,Metal ore mining,171706.0,147510.0,-24196.0,24196.0,,,True
2023,reformed,Roy Hill Mine,Other,Metal ore mining,516539.0,470949.0,-45590.0,45590.0,,,True
2023,reformed,Sino Iron Project - Cape Preston,CITIC,Metal ore mining,1111621.0,1091911.0,-19710.0,19710.0,,,True
2023,reformed,Solomon Mine,Fortescue,Metal ore mining,452137.0,390033.0,-62104.0,42926.0,19178.0,,True
2023,reformed,Solomon Power Station,Fortescue,Electricity,316859.0,366608.0,49749.0,,,49749.0,False
2023,reformed,South West Synthetic Rutile Operations,Other,Metal ore mining,216480.0,198049.0,-18431.0,18431.0,,,True
2023,reformed,Sunrise Dam,Other,Metal ore mining,165796.0,146998.0,-18798.0,18798.0,,,True
2023,reformed,Telfer Gold Mine,Other,Metal ore mining,353943.0,291043.0,-62900.0,62900.0,,,True
2023,reformed,Thunderbox Operations,Other,Metal ore mining,174100.0,170892.0,-3208.0,3208.0,,,True
2023,reformed,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,183325.0,161334.0,-21991.0,21991.0,,,True
2023,reformed,Tropicana Gold Mine,Other,Metal ore mining,306196.0,290437.0,-15759.0,15759.0,,,True
2023,reformed,Varanus Hub,Other,LNG / oil and gas,281036.0,237234.0,-43802.0,43802.0,,,True
2023,reformed,Vincent Project Venture,Woodside,LNG / oil and gas,280795.0,263351.0,-17444.0,17445.0,,,True
2023,reformed,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1343954.0,1280185.0,-63769.0,37271.0,26498.0,,True
2023,reformed,West Angelas Mine,Rio Tinto,Metal ore mining,265099.0,208498.0,-56601.0,56601.0,,,True
2023,reformed,Western Australia,Other,Transport,110489.0,100000.0,-10489.0,10489.0,,,True
2023,reformed,Wheatstone Operations,Chevron,LNG / oil and gas,4065836.0,4299587.0,233751.0,,,233751.0,False
2023,reformed,Wodgina Operations,Other,Metal ore mining,166859.0,150054.0,-16805.0,16805.0,,,True
2023,reformed,WOR01,South32,Alumina and metals,3177815.0,3295004.0,117189.0,,,117189.0,False
2023,reformed,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,107160.0,100000.0,-7160.0,7160.0,,,True
2023,reformed,Yandicoogina Mine,Rio Tinto,Metal ore mining,151438.0,141890.0,-9548.0,9548.0,,,True
2023,reformed,Yarnima Power Station,BHP,Electricity,347643.0,328998.0,-18645.0,18645.0,,,True
2023,reformed,YPF AMMONIA PLANT,Yara,Other manufacturing,1366029.0,1356400.0,-9629.0,9629.0,,,True
2024,reformed,APU01 Pyrenees - AOA Facility,Woodside,LNG / oil and gas,144213.0,132862.0,-11351.0,10607.0,745.0,,True
2024,reformed,ARC01 Mining Area C - MNG Facility,BHP,Metal ore mining,587292.0,757811.0,170519.0,,,,False
2024,reformed,Beharra Springs,Other,LNG / oil and gas,128002.0,100000.0,-28002.0,11588.0,16414.0,,True
2024,reformed,Brockman 2 / Nammuldi Mines,Rio Tinto,Metal ore mining,304904.0,152378.0,-152526.0,152526.0,,,True
2024,reformed,Brockman 4 Mine,Rio Tinto,Metal ore mining,232771.0,165060.0,-67711.0,67711.0,,,True
2024,reformed,Carosue Dam Operations,Other,Metal ore mining,104670.0,100000.0,-4670.0,,4670.0,,True
2024,reformed,Chandala Processing Plant,Other,Other manufacturing,214468.0,193612.0,-20856.0,20856.0,,,True
2024,reformed,Christmas Creek Mine,Fortescue,Metal ore mining,372827.0,352267.0,-20560.0,,,,True
2024,reformed,Cloudbreak Mine,Fortescue,Metal ore mining,332001.0,247491.0,-84510.0,31575.0,52935.0,,True
2024,reformed,Cockburn Operations,Other,Other manufacturing,524450.0,503740.0,-20710.0,,20710.0,,True
2024,reformed,CSBP Kwinana Facility,Other,Other manufacturing,641327.0,692197.0,50870.0,,,50870.0,False
2024,reformed,CTC WA Facility,Other,Transport,118994.0,119456.0,462.0,,,462.0,False
2024,reformed,DBNGP,Other,Transport,211921.0,232997.0,21076.0,,,,False
2024,reformed,Dongara Operations,Other,Other manufacturing,91814.0,100000.0,8186.0,,,,False
2024,reformed,Duketon South Operations,Other,Metal ore mining,164526.0,167545.0,3019.0,,,3019.0,False
2024,reformed,Eliwana Mine,Fortescue,Metal ore mining,178715.0,157344.0,-21371.0,,,,True
2024,reformed,Fimiston Operations,Other,Metal ore mining,271036.0,125151.0,-145885.0,136139.0,9746.0,,True
2024,reformed,FLNG,Shell,LNG / oil and gas,2253798.0,3675438.0,1421640.0,,,1421640.0,False
2024,reformed,Goldfields Gas Transmission Pipeline,Other,Transport,95267.0,100000.0,4733.0,,,,False
2024,reformed,Gorgon Operations,Chevron,LNG / oil and gas,9021856.0,8543442.0,-478414.0,478414.0,,,True
2024,reformed,Granny Smith Mine Site,Other,Metal ore mining,123215.0,106554.0,-16661.0,16661.0,,,True
2024,reformed,Greenbushes Lithium Operation,Other,Metal ore mining,127780.0,100000.0,-27780.0,27780.0,,,True
2024,reformed,Gruyere Mine Site,Other,Metal ore mining,267882.0,190697.0,-77185.0,77185.0,,,True
2024,reformed,Hope Downs 1 Mine,Rio Tinto,Metal ore mining,161539.0,100000.0,-61539.0,61539.0,,,True
2024,reformed,Hope Downs 4 Mine,Rio Tinto,Metal ore mining,143256.0,100000.0,-43256.0,43256.0,,,True
2024,reformed,Iron Bridge Mine,Other,Metal ore mining,156160.0,100000.0,-56160.0,24819.0,31341.0,,True
2024,reformed,Jimblebar Mine,BHP,Metal ore mining,341862.0,278021.0,-63841.0,63841.0,,,True
2024,reformed,Jundee Gold Mine,Other,Metal ore mining,115913.0,140519.0,24606.0,,,24606.0,False
2024,reformed,Karlawinda Gold Project,Other,Metal ore mining,109583.0,100000.0,-9583.0,9583.0,,,True
2024,reformed,Kemerton Silicon Smelter,Other,Alumina and metals,112136.0,100000.0,-12136.0,,,,True
2024,reformed,King of the Hills,Other,Metal ore mining,136354.0,158105.0,21751.0,,,21751.0,False
2024,reformed,Koodaideri Mine,Other,Metal ore mining,150607.0,593864.0,443257.0,,,443257.0,False
2024,reformed,Kwinana Alumina Refinery,Alcoa,Alumina and metals,139861.0,100000.0,-39861.0,,39861.0,,True
2024,reformed,Kwinana Pigment Plant,Other,Other manufacturing,311831.0,278742.0,-33089.0,23445.0,9644.0,,True
2024,reformed,Leinster Power Station,Other,Electricity,83141.0,100000.0,16859.0,,,,False
2024,reformed,Macedon,Woodside,LNG / oil and gas,113092.0,100000.0,-13092.0,13092.0,,,True
2024,reformed,Marandoo Mine,Rio Tinto,Metal ore mining,153982.0,100000.0,-53982.0,53982.0,,,True
2024,reformed,Mt Keith Power Station,Other,Electricity,52880.0,100000.0,47120.0,,,,False
2024,reformed,Murrin Murrin Operations,Other,Metal ore mining,508542.0,465620.0,-42922.0,,42922.0,,True
2024,reformed,Newman Operations,BHP,Metal ore mining,347444.0,282096.0,-65348.0,65348.0,,,True
2024,reformed,Newman Power Station,Other,Electricity,381037.0,496339.0,115302.0,,,52214.0,False
2024,reformed,Newmont Boddington Gold Operation,Other,Metal ore mining,218347.0,194483.0,-23864.0,11986.0,11878.0,,True
2024,reformed,Ningaloo Vision FPSO,Other,LNG / oil and gas,159413.0,180651.0,21238.0,,,21238.0,False
2024,reformed,NKS01 Nickel West Kalgoorlie Facility,BHP,Alumina and metals,32038.0,100000.0,67962.0,,,,False
2024,reformed,NKW01 Nickel West Kwinana Facility,BHP,Alumina and metals,59573.0,100000.0,40427.0,,,,False
2024,reformed,NMK01 Nickel West Mt Keith Facility,BHP,Metal ore mining,32437.0,100000.0,67563.0,,,,False
2024,reformed,North West Shelf Project,Woodside,LNG / oil and gas,5750304.0,4829212.0,-921092.0,681895.0,239200.0,,True
2024,reformed,Onslow Haul Road,Other,Transport,126242.0,100000.0,-26242.0,26242.0,,,True
2024,reformed,Paraburdoo Mine,Rio Tinto,Metal ore mining,139337.0,100000.0,-39337.0,63907.0,,,True
2024,reformed,Pilbara Rail Operations,Rio Tinto,Transport,651125.0,569672.0,-81453.0,81453.0,,,True
2024,reformed,Pilgangoora Operations,Other,Metal ore mining,167449.0,145243.0,-22206.0,22206.0,,,True
2024,reformed,Pinjarra Alumina Refinery,Alcoa,Alumina and metals,1268082.0,1434251.0,166169.0,,,166169.0,False
2024,reformed,Pluto LNG,Woodside,LNG / oil and gas,1888110.0,1743127.0,-144983.0,144983.0,,,True
2024,reformed,Premier Coal Mine (Open Cut),Other,Coal mining,106030.0,100000.0,-6030.0,6030.0,,,True
2024,reformed,PRL03 Rail - IOR Facility,BHP,Transport,552076.0,503836.0,-48240.0,48240.0,,,True
2024,reformed,Rail,Other,Transport,264806.0,240979.0,-23827.0,10314.0,13513.0,,True
2024,reformed,Ravensthorpe Nickel Operation,Other,Metal ore mining,5876.0,100000.0,94124.0,,,,False
2024,reformed,Roy Hill Mine,Other,Metal ore mining,480607.0,393393.0,-87214.0,87214.0,,,True
2024,reformed,Sino Iron Project – Cape Preston,CITIC,Metal ore mining,836882.0,792477.0,-44405.0,44405.0,,,True
2024,reformed,Solomon Mine,Fortescue,Metal ore mining,470534.0,357442.0,-113092.0,42881.0,70211.0,,True
2024,reformed,Solomon Power Station,Fortescue,Electricity,436601.0,474965.0,38364.0,,,38364.0,False
2024,reformed,South West Synthetic Rutile Operations,Other,Metal ore mining,285198.0,238856.0,-46342.0,46342.0,,,True
2024,reformed,Sunrise Dam,Other,Metal ore mining,163952.0,137390.0,-26562.0,26562.0,,,True
2024,reformed,Telfer Gold Mine,Other,Metal ore mining,119821.0,143577.0,23756.0,,,23756.0,False
2024,reformed,Telfer Gold Mine,Other,Metal ore mining,261212.0,192357.0,-68855.0,68855.0,,,True
2024,reformed,Thunderbox Operations,Other,Metal ore mining,190387.0,180197.0,-10190.0,,10190.0,,True
2024,reformed,Tom Price Mine / WTS,Rio Tinto,Metal ore mining,172874.0,138056.0,-34818.0,34818.0,,,True
2024,reformed,Tropicana Gold Mine,Other,Metal ore mining,280553.0,285439.0,4886.0,,,4886.0,False
2024,reformed,Varanus Hub,Other,LNG / oil and gas,312681.0,227595.0,-85086.0,66000.0,19086.0,,True
2024,reformed,Vincent Project Venture,Woodside,LNG / oil and gas,282383.0,261109.0,-21274.0,21275.0,,,True
2024,reformed,WA Transport facility,Other,Transport,109830.0,100000.0,-9830.0,9830.0,,,True
2024,reformed,Wagerup Alumina Refinery,Alcoa,Alumina and metals,1306994.0,1217338.0,-89656.0,,89656.0,,True
2024,reformed,West Angelas Mine,Rio Tinto,Metal ore mining,264443.0,204720.0,-59723.0,59723.0,,,True
2024,reformed,West Pilbara Iron Ore Project,Other,Metal ore mining,135870.0,100000.0,-35870.0,35870.0,,,True
2024,reformed,Wheatstone Operations,Chevron,LNG / oil and gas,4020667.0,4025022.0,4355.0,,,4355.0,False
2024,reformed,Wodgina Lithium Project,Other,Metal ore mining,169821.0,138301.0,-31520.0,31520.0,,,True
2024,reformed,WOR01,South32,Alumina and metals,3218588.0,3087049.0,-131539.0,63499.0,68040.0,,True
2024,reformed,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP,Metal ore mining,106656.0,100000.0,-6656.0,6656.0,,,True
2024,reformed,Yandicoogina Mine,Rio Tinto,Metal ore mining,151953.0,123266.0,-28687.0,28687.0,,,True
2024,reformed,Yarnima Power Station,BHP,Electricity,364582.0,324820.0,-39762.0,39762.0,,,True
2024,reformed,YPF AMMONIA PLANT,Yara,Other manufacturing,1637599.0,1680100.0,42501.0,,,42501.0,False
